Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
1829,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$200,000 to $249,999","$200,000 to 249,999",17500,0,29.5,29.5,0,350,Week,1400,1400,35,Week,140,140,"I have my car; they have their car. In general, we don't switch or swap",Yes,Garage (attached to your home or freestanding),Driveway (Not Covered),Yes,Yes,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,Very interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,"Started to gather some information, but haven nott really gotten serious yet",Gathered info to shopped to own,Yes,Large,Large,2.89,2.86,2.81,2.97,4.125,2.89,2.86,2.81,2.97,,-1.78,0,-2.85,-2.99,-1.78,0,-2.85,-2.99,2.78,-0.25,-0.57,0.85,0.47,-2.65,-2.02,2.78,-0.25,-0.57,0.85,0.47,-2.65,-2.02,-2.25,4.125,0.61,0.53,-2.25,-2,-2.25,,0.61,0.53,-2.25,-2,-2.91,-2.91,-3,-3,2.44,2.44,2.31,2.31,2.34,2.34,2.36,2.36,2.52,2.52,2.29,2.29,2.42,2.42,0.810875185,0.365934744,-0.562751509,0.447394822,-1.426191507,-0.007016673,0.453832224,-0.453217428,-1.910397595,0.442737635,-0.209253354,0.675779484,-0.86261753,0.420495469,5,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5.445805579,0,0,5.445805579,0,0,0,0,0,0,5.445805579,5.445805579,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1837,,,,HEV,HEV,College Graduate,College Graduate,Female,Female,Female,"$100,000 to 149,999","$100,000 to 149,999",25000,0,18,18,0,15,Week,60,60,40,Week,160,160,"I'm the only driver, so this question doesn't really apply to me",Yes,Driveway (Not Covered),,No,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at one place.,Yes,Interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Large,Large,4.125,4.125,4.125,4.125,4.125,,,,,,4.125,4.125,4.125,4.125,,,,,4.125,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,4.125,,4.125,,4.125,,4.125,,4.125,,4.125,,4.125,,4.125,,4.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,1.089161116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098193798
1838,HEV,,,,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",28000,0,,,1,200,Month,200,200,,,,,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,No,No,I'm not sure whether I've seen any or not.,No,Not interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Midsize,Midsize,5.7,5.7,5.7,5.7,5.7,,,,,,-3,-1.43,-3,-3,-3,-1.43,-3,-3,0,4.125,4.125,4.125,4.125,4.125,4.125,0,,,,,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,4.125,,4.125,,0,0,-1.47,-1.47,4.125,,2.89,2.89,1.39,1.39,2.8,2.8,4.125,,0,0,-0.556328418,-0.127015337,0.03156527,-0.01623137,-0.221865676,-0.046243103,0,0,0,0.734038702,-0.116621485,0.399804244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,25.25845734,5.490968988,0,0,0,0,0,0,0,0,0,0,0,5.490968988,0,5.490968988,3.294581393,5.490968988,
1846,,,,PHEV,PHEV,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",,1,,,1,1000,Month,1000,1000,300,Month,300,300,Every day we decide who will drive the car or who will drive which car,No,On the Street,Driveway (Not Covered),No,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,Yes. I've seen them at one place.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Midsize,Midsize,0.73,1.12,1.88,2.21,1.58,0.73,1.12,1.88,2.21,1.58,2.61,1.9,2.42,1.33,2.61,1.9,2.42,1.33,2.41,2.01,1.09,2.23,2.57,2.06,2.67,2.41,2.01,1.09,2.23,2.57,2.06,2.67,1.41,2.5,1.15,2.53,1.88,1.55,1.41,2.5,1.15,2.53,1.88,1.55,2.62,2.62,1.91,1.91,1.94,1.94,2.06,2.06,2.6,2.6,1.5,1.5,2.05,2.05,2.61,2.61,,,0.609073506,-0.918233635,2.260363063,1.094894925,1.177429795,0.437342011,1.096067076,0.284290916,0.511053047,0.711515895,0.878542971,0.484115692,1.931880814,0.467940509,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1858,Gas,,,,Gas,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",24500,0,29.6,29.6,0,280,Week,1120,1120,27,Week,108,108,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Driveway (Not Covered),No,Yes,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas","No, neither one",Yes,No,Yes. I've seen them at a few places.,Yes,Not interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.89,-1.83,-1.17,-1.62,-2.65,2.89,-1.83,-1.17,-1.62,-2.65,-2.92,-2.93,-2.97,-2.94,-2.92,-2.93,-2.97,-2.94,0,-2.7,1.76,2.19,2.85,0.93,2.38,0,-2.7,1.76,2.19,2.85,0.93,2.38,-2.95,4.125,4.125,4.125,1.15,2.2,-2.95,,,,1.15,2.2,0,0,0,0,-2.56,-2.56,-2.58,-2.58,-1.34,-1.34,-2.56,-2.56,-2.59,-2.59,-1.35,-1.35,-2.42,-2.42,-1.631695861,-0.31588727,-0.341092372,-0.638124617,0.678755269,0.533070281,-0.859671359,0.6652879,0.652868943,-0.012734711,-0.807839745,-2.036337046,0.58839952,-1.98400445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1862,,,,HEV,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",,1,,,1,200,Week,800,800,50,Week,200,200,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, but only electricity",No,No,Yes. I've seen them at several places.,Yes,Interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Large,Large,0,2.25,2.42,2.43,2.03,0,2.25,2.42,2.43,2.03,0.39,0.74,0.4,0.38,0.39,0.74,0.4,0.38,0.4,0.36,0.3,0.35,5.7,0.2,0.39,0.4,0.36,0.3,0.35,,0.2,0.39,0.31,0.38,0.36,0.31,0.37,0.34,0.31,0.38,0.36,0.31,0.37,0.34,2.09,2.09,1.75,1.75,2.29,2.29,2.91,2.91,2.84,2.84,2.87,2.87,2.99,2.99,2.88,2.88,2.81,2.81,0.966178153,-1.006439124,1.442865244,0.53289803,0.274299843,-0.448201821,0.244189338,-0.243220972,-0.314432901,0.138615724,0.757118978,1.119717044,1.885023314,0.684199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,5,1,1,1,1,3,1,1,1,1,1,1,2,27,1,1,5,1,1,5,1,1,1,1,3,1,1,1,1,1,1,
1864,,,,Gas,Gas,Some College,Some College,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",25000,0,20,20,0,250,Month,250,250,50,Week,200,200,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,Yes,No,No. I haven't seen any.,No,Interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Large,Large,2.77,2.72,2.77,2.74,2.76,2.77,2.72,2.77,2.74,2.76,-2.91,-2.93,-2.86,-2.86,-2.91,-2.93,-2.86,-2.86,2.75,-0.66,4.125,4.125,0.67,4.125,4.125,2.75,-0.66,,,0.67,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,4.125,,-2.83,-2.83,0.58,0.58,1.42,1.42,2.59,2.59,1.32,1.32,0.78,0.78,2.66,2.66,4.125,,0.93151565,-0.009600584,-0.290342617,-0.641227816,-0.288527825,-0.057864782,0.179849912,-0.287145041,0,0,0,0.056154406,-0.7967313,0.462387538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,4,0,0,0,3,0,0,4,4,0,0,4,4,0,30,4,3,0,0,4,0,0,0,3,0,0,4,4,0,0,4,4,
1872,,,,PHEV,PHEV,High School Graduate or GED,High school or less,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",34000,0,26,26,0,250,Week,1000,1000,150,Month,150,150,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, but only electricity",Yes,No,Yes. I've seen them at one place.,Yes,Interested,I (we) already have a vehicle powered by electricity,Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Large,Large,2.86,2.84,2.85,2.89,-2.93,2.86,2.84,2.85,2.89,-2.93,-2.81,-2.91,0.16,-2.79,-2.81,-2.91,0.16,-2.79,2.84,0,-2.83,0,2.49,0,2.77,2.84,0,-2.83,0,2.49,0,2.77,4.125,4.125,4.125,4.125,2.82,2.88,,,,,2.82,2.88,-3,-3,0,0,0,0,0,0,2.89,2.89,0,0,0,0,-2.84,-2.84,,,0.437757826,0.962435377,0.261072354,-0.3271443,0.278152976,-0.878607932,0.429474503,0.507986512,1.254367876,0.464402668,0.121467631,-0.602086803,0.747088757,-0.287612045,0,0,0,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1873,HEV,,,,HEV,Some Graduate School,Some Graduate School,Male,Male,Male,"$35,000 to 49,999","$35,000 to 49,999",17000,0,25,25,0,75,Week,300,300,10,Week,40,40,"I'm the only driver, so this question doesn't really apply to me",No,On the Street,,No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,Yes. I've seen them at a few places.,Yes,A little interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Large,Large,2.91,1.69,1.73,1.81,-2.98,2.91,1.69,1.73,1.81,-2.98,-2.89,-2.87,-2.88,-2.84,-2.89,-2.87,-2.88,-2.84,1.53,-1.66,0,2.07,1.17,-1.29,0,1.53,-1.66,0,2.07,1.17,-1.29,0,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.73,-2.73,-2.48,-2.48,0.86,0.86,-1.25,-1.25,1.26,1.26,0.18,0.18,2.41,2.41,2.13,2.13,1.13,1.13,-0.086563587,0.644963684,-0.290973556,-0.625535007,-0.650900571,0.574076513,-0.22457408,-0.137704698,0,0,0,-0.088754904,-0.63722574,-0.210773096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,5,0,0,5,0,0,0,0,5,0,0,0,5,0,30,5,0,0,5,5,0,0,5,0,0,0,0,5,0,0,0,5,
1875,EV,,,,EV,Some High School,High school or less,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",17500,0,41,41,0,350,Week,1400,1400,20,Week,80,80,Every day we decide who will drive the car or who will drive which car,No,Driveway (Not Covered),Driveway (Not Covered),No,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, both electricity and hydrogen",Yes,No,I'm not sure whether I've seen any or not.,No,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.84,2.86,2.87,2.83,4.125,2.84,2.86,2.87,2.83,,-3,-2.39,-3,-3,-3,-2.39,-3,-3,2.84,4.125,0,0,2.88,0,0,2.84,,0,0,2.88,0,0,-2.85,4.125,4.125,2.94,4.125,4.125,-2.85,,,2.94,,,-2.84,-2.84,-2.46,-2.46,1.06,1.06,-1.58,-1.58,2.21,2.21,0,0,0,0,2.97,2.97,2.37,2.37,0.775396835,0.382998722,-0.442293509,-0.452049325,0.088898253,-0.720535969,0.578922644,0.625257959,0.165631786,-0.08395518,-0.781069574,-0.646069859,-0.596425907,1.01551565,0,0,0,5,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1882,Gas,,,,Gas,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$250,000 or more","$250,000 or more",44000,0,18,18,0,1000,Month,1000,1000,44,Week,176,176,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","No, neither one",No,No,No. I haven't seen any.,No,Not interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Large,Large,2.95,2.94,2.72,2.74,4.125,2.95,2.94,2.72,2.74,,-3,-2.85,-2.92,-2.8,-3,-2.85,-2.92,-2.8,2.83,-2.93,2.86,2.64,2.98,-2.94,2.79,2.83,-2.93,2.86,2.64,2.98,-2.94,2.79,-3,4.125,4.125,2.7,4.125,2.82,-3,,,2.7,,2.82,-0.15,-0.15,0,0,-2.86,-2.86,-2.87,-2.87,2.68,2.68,-3,-3,-0.16,-0.16,-2.82,-2.82,,,0.735625721,0.407093907,-0.296827779,-0.637416573,-1.261276106,1.113328954,-0.499970535,1.184263306,0.962376867,0.123794881,-0.953145633,-1.671114687,0.688350037,-0.319008958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,5,0,0,2,2,5,0,0,0,0,0,19,0,0,0,0,5,0,0,5,0,0,2,2,5,0,0,0,0,
1886,,,,HEV,HEV,College Graduate,College Graduate,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",28000,0,17,17,0,100,Week,400,400,20,Week,80,80,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","No, neither one",Yes,No,Yes. I've seen them at several places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.86,1.55,2.86,2.88,0,2.86,1.55,2.86,2.88,0,-3,-2.71,-2.73,-3,-3,-2.71,-2.73,-3,1.52,-0.72,2.52,2.87,2.87,0,1.37,1.52,-0.72,2.52,2.87,2.87,0,1.37,-2.95,4.125,4.125,4.125,2.01,1.91,-2.95,,,,2.01,1.91,-0.72,-0.72,0,0,0,0,-1.98,-1.98,2.93,2.93,1.35,1.35,1.43,1.43,2.05,2.05,1.11,1.11,0.545492967,0.360907472,-0.358166952,-0.532292454,0.059132925,1.005550154,0.113990245,0.620621231,0.841006233,-0.106816175,-0.682204579,0.423551817,0.797629999,-0.377878017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,2,2,0,0,5,5,0,0,4,0,0,23,0,0,0,0,5,0,0,2,2,0,0,5,5,0,0,4,0,
1894,,,,PHEV,PHEV,College Graduate,College Graduate,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",18900,0,150,,0,500,Week,2000,2000,150,Week,600,600,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,Yes,No,Yes. I've seen them at a few places.,Yes,Very interested,"Shopped for an electric vehicle, including a visit to at least one dealership to test drive",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,No,Midsize,Midsize,2.78,-0.33,2.75,-2.68,-3,2.78,-0.33,2.75,-2.68,-3,-0.17,0,-3,-2.92,-0.17,0,-3,-2.92,2.79,0.62,-1.39,1.44,-1,4.125,-0.13,2.79,0.62,-1.39,1.44,-1,,-0.13,-2.45,-1.23,-2.26,-1.8,0.6,0.54,-2.45,-1.23,-2.26,-1.8,0.6,0.54,-2.96,-2.96,-2.84,-2.84,0,0,2.56,2.56,0.8,0.8,0,0,4.125,,-0.87,-0.87,0.31,0.31,-1.520324761,0.984376157,-0.384576252,0.519496026,-0.527564604,0.225882182,0.645597166,-1.229974964,0.076475587,-1.353288158,0.354871336,-0.761608242,-0.895064278,-0.549278113,5,5,5,5,2,2,1,1,1,1,1,0,0,0,0,1,5,5,5,5,2,2,1,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1897,,,,FCV,FCV,Some College,Some College,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",36500,0,,,1,1500,Month,1500,1500,200,Week,800,800,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"No, we don't have natural gas","No, neither one",No,No,No. I haven't seen any.,No,Very interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Midsize,Midsize,1.8,-1.59,-1.19,-1.79,-1.15,1.8,-1.59,-1.19,-1.79,-1.15,-1.42,-1.35,-1.69,-1.89,-1.42,-1.35,-1.69,-1.89,-1.42,-1.09,-0.72,-1.12,-0.85,-0.78,-1.25,-1.42,-1.09,-0.72,-1.12,-0.85,-0.78,-1.25,-1.15,-1.42,-1.15,-1.22,-1.39,-1.39,-1.15,-1.42,-1.15,-1.22,-1.39,-1.39,-1.49,-1.49,-1.72,-1.72,1.4,1.4,1.87,1.87,1.67,1.67,2.04,2.04,1.47,1.47,1.63,1.63,1.7,1.7,-1.396206326,-0.91715485,0.259645578,-0.075083935,-0.17808371,-1.145699817,-0.568652712,-1.17806535,-1.304895689,-0.585936346,0.589241112,0.365804575,-0.166590926,0.048504662,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
